[[99 , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 99 , 933, 933, 99 , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 99],
 [99 , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 2  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 2  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 99 ],
 [99 , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 4  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 99 ],
 [99 , 1  , 2  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 0  , 1  , 1  , 1  , 1  , 1  , 4  , 4  , 1  , 99 ],
 [99 , 1  , 4  , 4  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 2  , 1  , 0  , 1  , 4  , 1  , 1  , 1  , 4  , 4  , 1  , 99 ],
 [99 , 1  , 4  , 4  , 4  , 1  , 1  , 1  , 0  , 0  , 0  , 0  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 0  , 0  , 1  , 1  , 1  , 1  , 4  , 4  , 2  , 99 ],
 [99 , 4  , 4  , 1  , 1  , 1  , 1  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 2  , 1  , 1  , 1  , 0  , 0  , 0  , 1  , 1  , 1  , 2  , 1  , 1  , 99 ],
 [99 , 1  , 4  , 1  , 1  , 1  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 2  , 1  , 1  , 1  , 1  , 1  , 0  , 0  , 1  , 1  , 1  , 1  , 1  , 1  , 99 ],
 [99 , 1  , 1  , 1  , 2  , 1  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 4  , 1  , 1  , 1  , 1  , 2  , 1  , 1  , 0  , 1  , 1  , 1  , 4  , 1  , 1  , 1  , 99 ],
 [99 , 1  , 1  , 1  , 1  , 1  , 0  , 0  , 0  , 0  , 4  , 1  , 0  , 0  , 0  , 0  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 99 ],
 [99 , 1  , 1  , 1  , 1  , 0  , 0  , 0  , 0  , 2  , 1  , 1  , 0  , 0  , 0  , 0  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 2  , 1  , 1  , 2  , 1  , 1  , 1  , 1  , 99 ],
 [99 , 1  , 1  , 1  , 1  , 0  , 0  , 0  , 4  , 1  , 2  , 1  , 0  , 0  , 0  , 0  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 2  , 2  , 1  , 99 ],
 [99 , 1  , 1  , 1  , 1  , 0  , 0  , 0  , 1  , 1  , 1  , 0  , 0  , 0  , 0  , 0  , 1  , 1  , 1  , 8  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 1  , 2  , 1  , 2  , 99 ],
